reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['mRNA1_NF0057990-p1', 'mRNA1_NF0126880-p1', 'mRNA1_NF0069170-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['mRNA1_NF0057990-p1', 'mRNA1_NF0126880-p1', 'mRNA1_NF0069170-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['mRNA1_NF0057990-p1', 'mRNA1_NF0126880-p1', 'mRNA1_NF0069170-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['mRNA1_NF0065750-p1', 'mRNA1_NF0089830-p1', 'mRNA2_NF0014890-p1', 'mRNA1_NF0079700-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['mRNA1_NF0065750-p1', 'mRNA1_NF0089830-p1', 'mRNA2_NF0014890-p1', 'mRNA1_NF0079700-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['mRNA1_NF0065750-p1', 'mRNA1_NF0089830-p1', 'mRNA2_NF0014890-p1', 'mRNA1_NF0079700-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,"['mRNA1_NF0007540-p1', 'mRNA1_NF0062400-p1', 'mRNA1_NF0081160-p1']",1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,"['mRNA1_NF0062400-p1', 'mRNA1_NF0081160-p1']",1000.0,0.0
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,['mRNA1_NF0097530-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['mRNA1_NF0057990-p1', 'mRNA1_NF0126880-p1', 'mRNA1_NF0069170-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['mRNA1_NF0057990-p1', 'mRNA1_NF0126880-p1', 'mRNA1_NF0069170-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['mRNA1_NF0057990-p1', 'mRNA1_NF0126880-p1', 'mRNA1_NF0069170-p1']",1000.0,0.0
ABTA,4abut_c + akg_c --> glu__L_c + sucsal_c,"['mRNA2_NF0087660-p1', 'mRNA1_NF0056290-p1', 'mRNA1_NF0035860-p1', 'mRNA1_NF0050730-p1', 'mRNA1_NF0059950-p1', 'mRNA1_NF0049330-p1']",1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,"['mRNA1_NF0023590-p1', 'mRNA2_NF0092080-p1', 'mRNA2_NF0023680-p1', 'mRNA1_NF0092080-p1', 'mRNA1_NF0023680-p1', 'mRNA1_NF0065160-p1']",1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,"['mRNA1_NF0023590-p1', 'mRNA2_NF0092080-p1', 'mRNA2_NF0023680-p1', 'mRNA1_NF0092080-p1', 'mRNA1_NF0023680-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['mRNA1_NF0048630-p1', 'mRNA1_NF0016240-p1', 'mRNA2_NF0129230-p1', 'mRNA1_NF0129230-p1', 'mRNA2_NF0016240-p1']",1000.0,0.0
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,"['mRNA1_NF0011290-p1', 'mRNA1_NF0005860-p1', 'mRNA1_NF0025800-p1', 'mRNA1_NF0032420-p1', 'mRNA2_NF0005860-p1']",1000.0,0.0
ACOAD7f,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,"['mRNA1_NF0011290-p1', 'mRNA1_NF0005860-p1', 'mRNA1_NF0025800-p1', 'mRNA1_NF0032420-p1', 'mRNA2_NF0005860-p1']",1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,"['mRNA1_NF0081160-p1', 'mRNA1_NF0019480-p1']",1000.0,0.0
ACOTA,acorn_c + akg_c --> acg5sa_c + glu__L_c,"['mRNA2_NF0056290-p1', 'mRNA2_NF0087660-p1']",1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['mRNA1_NF0118750-p1', 'mRNA1_NF0129440-p1', 'mRNA2_NF0096810-p1', 'mRNA1_NF0096810-p1', 'mRNA1_NF0081250-p1']",1000.0,0.0
ADNUC,adn_c + h2o_c --> ade_c + rib__D_c,"['mRNA1_NF0093970-p1', 'mRNA1_NF0075740-p1']",1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['mRNA1_NF0129320-p1', 'mRNA1_NF0122710-p1', 'mRNA2_NF0097820-p1', 'mRNA1_NF0001470-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['mRNA1_NF0015420-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,"['mRNA1_NF0059150-p1', 'mRNA1_NF0035140-p1', 'mRNA1_NF0015760-p1', 'mRNA1_NF0015770-p1']",1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,"['mRNA1_NF0021550-p1', 'mRNA1_NF0052840-p1']",1000.0,0.0
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,"['mRNA1_NF0129320-p1', 'mRNA1_NF0122710-p1', 'mRNA2_NF0097820-p1', 'mRNA1_NF0091160-p1']",1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,"['mRNA1_NF0129120-p1', 'mRNA1_NF0123840-p1', 'mRNA1_NF0077950-p1']",1000.0,0.0
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,['mRNA1_NF0064460-p1'],1000.0,0.0
CRNDCAL2,atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c,"['mRNA1_NF0079250-p1', 'mRNA1_NF0069170-p1']",1000.0,0.0
