reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['TcCLB.494675.10:mRNA-p1', 'TcCLB.506261.10:mRNA-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['TcCLB.494675.10:mRNA-p1', 'TcCLB.506261.10:mRNA-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['TcCLB.494675.10:mRNA-p1', 'TcCLB.506261.10:mRNA-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,['TcCLB.510785.20:pseudogenic_transcript-p1'],1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,['TcCLB.510785.20:pseudogenic_transcript-p1'],1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,['TcCLB.510785.20:pseudogenic_transcript-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['TcCLB.494675.10:mRNA-p1', 'TcCLB.506261.10:mRNA-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['TcCLB.494675.10:mRNA-p1', 'TcCLB.506261.10:mRNA-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['TcCLB.494675.10:mRNA-p1', 'TcCLB.506261.10:mRNA-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,['TcCLB.506261.10:mRNA-p1'],1000.0,0.0
ACODA,acorn_c + h2o_c --> ac_c + orn_c,"['TcCLB.510837.9:mRNA-p1', 'TcCLB.510837.20:mRNA-p1']",1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,['TcCLB.504339.19:mRNA-p1'],1000.0,0.0
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c,['TcCLB.504411.30:mRNA-p1'],1000.0,0.0
GLYCL,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,"['TcCLB.506843.50:pseudogenic_transcript-p1', 'TcCLB.506919.110:pseudogenic_transcript-p1', 'TcCLB.505919.70:pseudogenic_transcript-p1', 'TcCLB.506349.40:pseudogenic_transcript-p1', 'TcCLB.506169.10:pseudogenic_transcript-p1']",1000.0,0.0
NACODA,acg5sa_c + h2o_c --> ac_c + glu5sa_c,"['TcCLB.510837.9:mRNA-p1', 'TcCLB.510837.20:mRNA-p1']",1000.0,0.0
VALTRS,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,['TcCLB.511449.20:mRNA-p1'],1000.0,0.0
ALCD23yi,2mppal_c + h_c + nadph_c --> ibutoh_c + nadp_c,['TcCLB.504339.19:mRNA-p1'],1000.0,0.0
ALCD24yi,3mbald_c + h_c + nadph_c --> iamoh_c + nadp_c,['TcCLB.504339.19:mRNA-p1'],1000.0,0.0
ALCD26xim,h_m + id3acald_m + nadh_m --> ind3eth_m + nad_m,['TcCLB.504339.19:mRNA-p1'],1000.0,0.0
FACOAL180,atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c,['TcCLB.506261.10:mRNA-p1'],1000.0,0.0
